budget,title,popularity,release_year,revenue,runtime,vote_average,vote_count,cast,director,Action,Adventure,Animation,Available,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Movie,Music,Mystery,Not,Romance,Science,TV,Thriller,War,Western,lang_Afrikaans,lang_Arabic,lang_Chinese,lang_Czech,lang_Danish,lang_Dutch,lang_English,lang_French,lang_German,lang_Greek,lang_Hebrew,lang_Hindi,lang_Hungarian,lang_Icelandic,lang_Indonesian,lang_Italian,lang_Japanese,lang_Korean,lang_Kyrgyz,lang_Norwegian,lang_Norwegian Bokmål,lang_Pashto,lang_Persian,lang_Polish,lang_Portuguese,lang_Romanian,lang_Russian,lang_Slovenian,lang_Spanish,lang_Swedish,lang_Tamil,lang_Telugu,lang_Thai,lang_Turkish,lang_Unknown,lang_Vietnamese,status_Post Production,status_Released,status_Rumored
57000000,All the Pretty Horses,7.524671,2000,0,117.0,5.8,60,Matt Damon Henry Thomas Pen\u00e9lope Cruz Sam Shepard Robert Patrick,Billy Bob Thornton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44000000,Nixon,3.770161,1995,13681765,192.0,7.1,71,Anthony Hopkins Joan Allen Powers Boothe Ed Harris Bob Hoskins,Oliver Stone,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000000,The Ghost Writer,21.118196,2010,60222298,128.0,6.7,670,Ewan McGregor Pierce Brosnan Jon Bernthal Kim Cattrall Tom Wilkinson,Roman Polanski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000000,Deep Rising,6.513856,1998,11203026,106.0,6.0,154,Treat Williams Famke Janssen Anthony Heald Kevin J. O'Connor Una Damon,Stephen Sommers,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000000,Miracle at St. Anna,11.387408,2008,9323833,160.0,6.3,90,Derek Luke Michael Ealy Laz Alonso John Turturro Valentina Cervi,Spike Lee,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,滿城盡帶黃金甲,9.950505,2006,0,114.0,6.6,203,Chow Yun-fat Gong Li Jay Chou Liu Ye Qin Jun-Jie,Zhang Yimou,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000000,Bangkok Dangerous,14.813057,2008,42487390,99.0,5.0,332,Nicolas Cage Shahkrit Yamnarm Charlie Yeung Panward Hemmanee Nirattisai Kaljaruek,Danny Pang,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,Big Trouble,5.201688,2002,8493890,85.0,6.3,80,Tim Allen Rene Russo Patrick Warburton Ben Foster Zooey Deschanel,Barry Sonnenfeld,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000000,Love in the Time of Cholera,5.361699,2007,4607608,139.0,6.4,81,Javier Bardem Unax Ugalde Benjamin Bratt Catalina Sandino Moreno H\u00e9ctor Elizondo,Mike Newell,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000000,Shadow Conspiracy,3.848893,1997,2154540,103.0,4.0,11,Charlie Sheen Donald Sutherland Linda Hamilton Stephen Lang Nicholas Turturro,George P. Cosmatos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000000,Johnny English Reborn,35.6585,2011,160078586,101.0,6.0,1007,Rowan Atkinson Dominic West Gillian Anderson Rosamund Pike Daniel Kaluuya,Oliver Parker,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65000000,Foodfight!,5.258726,2012,73706,87.0,2.3,28,Charlie Sheen Wayne Brady Hilary Duff Eva Longoria Christopher Lloyd,Lawrence Kasanoff,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44500000,Argo,62.01056,2012,232324128,120.0,7.1,3423,Ben Affleck Bryan Cranston Alan Arkin John Goodman Victor Garber,Ben Affleck,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44000000,The Fugitive,54.884297,1993,368875760,130.0,7.2,1220,Harrison Ford Tommy Lee Jones Sela Ward Julianne Moore Joe Pantoliano,Andrew Davis,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,The Bounty Hunter,33.747825,2010,136000000,110.0,5.5,858,Gerard Butler Jennifer Aniston Gio Perez Siobhan Fallon Joel Garland,Andy Tennant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44000000,Sleepers,16.245068,1996,165615285,147.0,7.3,715,Robert De Niro Brad Pitt Kevin Bacon Jason Patric Ron Eldard,Barry Levinson,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44000000,Rambo: First Blood Part II,38.653969,1985,300400432,96.0,6.3,864,Sylvester Stallone Richard Crenna Charles Napier Steven Berkoff Julia Nickson,George P. Cosmatos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44000000,The Juror,3.937352,1996,0,118.0,5.5,89,Demi Moore Alec Baldwin Joseph Gordon-Levitt Anne Heche James Gandolfini,Brian Gibson,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2600000,Pinocchio,46.007991,1940,84300000,88.0,6.9,1355,Mel Blanc Don Brodie Walter Catlett Marion Darlington Frankie Darro,Ben Sharpsteen,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44000000,Heaven's Gate,5.380124,1980,3484331,219.0,6.4,55,Kris Kristofferson Christopher Walken John Hurt Isabelle Huppert Sam Waterston,Michael Cimino,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50000000,Underworld: Evolution,49.020045,2006,111340801,106.0,6.4,1528,Kate Beckinsale Scott Speedman Tony Curran Shane Brolly Derek Jacobi,Len Wiseman,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,Victor Frankenstein,24.821138,2015,34227298,109.0,5.6,685,James McAvoy Daniel Radcliffe Jessica Brown Findlay Andrew Scott Charles Dance,Paul McGuigan,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43000000,Finding Forrester,19.043286,2000,80049764,136.0,7.0,302,Sean Connery Rob Brown F. Murray Abraham Anna Paquin Busta Rhymes,Gus Van Sant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43000000,28 Days,5.418921,2000,0,103.0,6.0,208,Sandra Bullock Viggo Mortensen Dominic West Elizabeth Perkins Alan Tudyk,Betty Thomas,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000000,Unleashed,25.999888,2005,50871113,103.0,6.6,518,Jet Li Morgan Freeman Bob Hoskins Vincent Regan Dylan Brown,Louis Leterrier,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43000000,The Sweetest Thing,18.65632,2002,68696770,84.0,5.3,280,Cameron Diaz Christina Applegate Thomas Jane Selma Blair Jason Bateman,Roger Kumble,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,The Firm,23.736535,1993,270248367,154.0,6.6,501,Tom Cruise Jeanne Tripplehorn Gene Hackman Holly Hunter Ed Harris,Sydney Pollack,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44000000,Charlie St. Cloud,21.75433,2010,48190704,99.0,6.8,566,Zac Efron Amanda Crew Charlie Tahan Augustus Prew Donal Logue,Burr Steers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,The Mechanic,44.094856,2011,51070807,93.0,6.3,1045,Jason Statham Ben Foster Donald Sutherland Mini Anden Tony Goldwyn,Simon West,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,21 Jump Street,62.714026,2012,201585328,109.0,6.7,4074,Channing Tatum Jonah Hill Brie Larson Dave Franco Ellie Kemper,Phil Lord,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,Notting Hill,28.969151,1999,363889678,124.0,7.0,1262,Julia Roberts Hugh Grant Gina McKee Tim McInnerny Rhys Ifans,Roger Michell,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000000,Chicken Run,31.789029,2000,224834564,84.0,6.5,1150,Mel Gibson Miranda Richardson Timothy Spall Imelda Staunton Jane Horrocks,Nick Park,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,Along Came Polly,33.238296000000005,2004,171963386,90.0,5.8,773,Ben Stiller Jennifer Aniston Philip Seymour Hoffman Debra Messing Alec Baldwin,John Hamburg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,Boomerang,6.4204339999999975,1992,70100000,117.0,5.4,134,Eddie Murphy Robin Givens Halle Berry David Alan Grier Grace Jones,Reginald Hudlin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43000000,The Heat,37.654688,2013,158674180,117.0,6.5,1575,Sandra Bullock Melissa McCarthy Demi\u00e1n Bichir Michael Rapaport Taran Killam,Paul Feig,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31115000,Cleopatra,13.244365,1963,71000000,248.0,6.7,146,Elizabeth Taylor Richard Burton Rex Harrison Roddy McDowall Martin Landau,Joseph L. Mankiewicz,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Here Comes the Boom,26.799913,2012,73100172,105.0,6.0,593,Salma Hayek Kevin James Henry Winkler Joe Rogan Reggie Lee,Frank Coraci,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,High Crimes,14.046705,2002,63781810,115.0,6.1,184,Ashley Judd Morgan Freeman Jim Caviezel Amanda Peet Adam Scott,Carl Franklin,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,The Mirror Has Two Faces,3.844926,1996,0,126.0,6.5,47,Barbra Streisand Jeff Bridges Lauren Bacall George Segal Mimi Rogers,Barbra Streisand,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32000000,The Mothman Prophecies,14.733513,2002,55157539,119.0,6.1,305,Richard Gere Laura Linney Will Patton Bob Tracey Debra Messing,Mark Pellington,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,Brüno,16.122168,2009,0,83.0,5.4,518,Sacha Baron Cohen Richard Bey Ron Paul Gustaf Hammarsten Clifford Ba\u00f1agale,Larry Charles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32000000,Licence to Kill,28.221190000000004,1989,156167015,133.0,5.9,541,Timothy Dalton Carey Lowell Robert Davi Talisa Soto Anthony Zerbe,John Glen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,Red Riding Hood,45.151657,2011,89162162,100.0,5.6,922,Amanda Seyfried Gary Oldman Billy Burke Shiloh Fernandez Max Irons,Catherine Hardwicke,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60000000,15 Minutes,15.205371,2001,56359980,120.0,5.7,191,Robert De Niro Charlize Theron Edward Burns Kelsey Grammer Avery Brooks,John Herzfeld,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48000000,Super Mario Bros.,14.587367,1993,20915465,104.0,4.0,232,Bob Hoskins John Leguizamo Dennis Hopper Samantha Mathis Fisher Stevens,Annabel Jankel,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,Lord of War,34.828241,2005,24127895,122.0,7.0,1335,Nicolas Cage Bridget Moynahan Jared Leto Ethan Hawke Eamonn Walker,Andrew Niccol,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31000000,英雄,23.607392,2002,177394432,99.0,7.2,635,Jet Li Tony Leung Chiu-Wai Maggie Cheung Donnie Yen Zhang Ziyi,Zhang Yimou,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,One for the Money,19.438503,2012,36893721,91.0,5.3,388,Katherine Heigl Jason O'Mara Daniel Sunjata John Leguizamo Sherri Shepherd,Julie Anne Robinson,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44000000,The Interview,74.16801600000002,2014,12342632,112.0,6.1,2304,James Franco Seth Rogen Lizzy Caplan Randall Park Diana Bang,Seth Rogen,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,The Warrior's Way,7.349497,2010,11087569,100.0,6.3,136,Kate Bosworth Jang Dong-gun Geoffrey Rush Danny Huston Ti Lung,Sngmoo Lee,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33000000,Micmacs à tire-larigot,7.6635149999999985,2009,14000000,100.0,6.8,148,Dany Boon Dominique Pinon Andr\u00e9 Dussollier Jean-Pierre Marielle Julie Ferrier,Jean-Pierre Jeunet,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41000000,8 Mile,32.798571,2002,215000000,110.0,6.8,1626,Eminem Mekhi Phifer Brittany Murphy Kim Basinger Michael Shannon,Curtis Hanson,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Pourquoi j'ai pas mangé mon père,5.794466000000001,2015,0,100.0,5.3,125,Jamel Debbouze Ari\u00e9 Elmaleh M\u00e9lissa Theuriau Patrice Thibaud Christian Hecq,Jamel Debbouze,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65000000,A Knight's Tale,36.670399,2001,117487473,132.0,6.6,907,Heath Ledger Rufus Sewell Shannyn Sossamon Paul Bettany Laura Fraser,Brian Helgeland,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41000000,The Medallion,14.653718,2003,0,88.0,5.3,281,Jackie Chan Lee Evans Claire Forlani Julian Sands John Rhys-Davies,Gordon Chan,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,The Sixth Sense,73.085576,1999,672806292,107.0,7.7,3147,Bruce Willis Toni Collette Olivia Williams Haley Joel Osment Donnie Wahlberg,M. Night Shyamalan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42000000,Man on a Ledge,34.041407,2012,46221189,102.0,6.2,925,Sam Worthington Elizabeth Banks Jamie Bell Ed Harris Edward Burns,Asger Leth,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41000000,The Big Year,9.419726,2011,7448385,100.0,5.6,248,Owen Wilson Steve Martin Jack Black Rashida Jones Jim Parsons,David Frankel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8000000,The Karate Kid,28.456572,1984,90815558,126.0,6.9,891,Ralph Macchio Pat Morita William Zabka Martin Kove Chad McQueen,John G. Avildsen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,American Hustle,49.66412800000001,2013,251171807,138.0,6.8,2807,Christian Bale Bradley Cooper Amy Adams Jeremy Renner Jennifer Lawrence,David O. Russell,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,The Proposal,36.238968,2009,317375031,108.0,6.7,1804,Sandra Bullock Ryan Reynolds Mary Steenburgen Craig T. Nelson Betty White,Anne Fletcher,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70000000,Double Jeopardy,19.439386,1999,177841558,105.0,6.2,278,Tommy Lee Jones Ashley Judd Bruce Greenwood Annabeth Gish Benjamin Weir,Bruce Beresford,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,Back to the Future Part II,43.345252,1989,332000000,108.0,7.4,3829,Michael J. Fox Christopher Lloyd Lea Thompson Elisabeth Shue James Tolkan,Robert Zemeckis,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,Lucy,115.241998,2014,126546825,89.0,6.3,5878,Scarlett Johansson Morgan Freeman Choi Min-sik Amr Waked Julian Rhind-Tutt,Luc Besson,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,Fifty Shades of Grey,98.755657,2015,571006128,125.0,5.2,3254,Dakota Johnson Jamie Dornan Jennifer Ehle Eloise Mumford Victor Rasuk,Sam Taylor-Johnson,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
